"","word","freq"
"once a year","once a year",6
"one day in","one day in",6
"one in a","one in a",6
"one is a","one is a",6
"one more thing","one more thing",6
"one more time","one more time",6
"one of many","one of many",6
"one out of","one out of",6
"one that has","one that has",6
"one wants to","one wants to",6
"one with a","one with a",6
"one year of","one year of",6
"only a matter","only a matter",6
"only a small","only a small",6
"only have one","only have one",6
"only one that","only one that",6
"only to have","only to have",6
"open the door","open the door",6
"opportunity to make","opportunity to make",6
"or anything but","or anything but",6
"or at the","or at the",6
"or if the","or if the",6
"or in a","or in a",6
"or just plain","or just plain",6
"or so and","or so and",6
"or so of","or so of",6
"or something i","or something i",6
"or what is","or what is",6
"order to get","order to get",6
"osama bin laden","osama bin laden",6
"other forms of","other forms of",6
"other things that","other things that",6
"other ways to","other ways to",6
"our friends and","our friends and",6
"out a little","out a little",6
"out a lot","out a lot",6
"out about the","out about the",6
"out and see","out and see",6
"out and the","out and the",6
"out i think","out i think",6
"out more about","out more about",6
"out of its","out of its",6
"out of place","out of place",6
"out of shape","out of shape",6
"out of work","out of work",6
"out onto the","out onto the",6
"out so i","out so i",6
"out the new","out the new",6
"over mediumhigh heat","over mediumhigh heat",6
"over the phone","over the phone",6
"over time it","over time it",6
"paid for by","paid for by",6
"part because of","part because of",6
"participating in the","participating in the",6
"party at the","party at the",6
"past and present","past and present",6
"past few days","past few days",6
"past few months","past few months",6
"past four years","past four years",6
"people and the","people and the",6
"people at the","people at the",6
"people do not","people do not",6
"people i have","people i have",6
"people in my","people in my",6
"people of all","people of all",6
"people of the","people of the",6
"people on the","people on the",6
"people to be","people to be",6
"people were killed","people were killed",6
"people who make","people who make",6
"percent stake in","percent stake in",6
"performance of the","performance of the",6
"periods of time","periods of time",6
"person who was","person who was",6
"phase of the","phase of the",6
"photos from the","photos from the",6
"picked up by","picked up by",6
"pictures of the","pictures of the",6
"place for a","place for a",6
"place on the","place on the",6
"place to be","place to be",6
"place to go","place to go",6
"place to start","place to start",6
"plan for the","plan for the",6
"played in the","played in the",6
"players in the","players in the",6
"please note that","please note that",6
"pm friday and","pm friday and",6
"point in my","point in my",6
"pointing out that","pointing out that",6
"points out that","points out that",6
"police and the","police and the",6
"preheat the oven","preheat the oven",6
"preparing for the","preparing for the",6
"president george w","president george w",6
"pretty much the","pretty much the",6
"price of the","price of the",6
"problem in the","problem in the",6
"production of the","production of the",6
"products that are","products that are",6
"pronounced dead at","pronounced dead at",6
"proved to be","proved to be",6
"provide you with","provide you with",6
"public and private","public and private",6
"put into a","put into a",6
"qualify for the","qualify for the",6
"question of whether","question of whether",6
"quite some time","quite some time",6
"quite the same","quite the same",6
"ralph waldo emerson","ralph waldo emerson",6
"ran out of","ran out of",6
"reaching out to","reaching out to",6
"reaction to the","reaction to the",6
"read my mind","read my mind",6
"reading a book","reading a book",6
"ready for bed","ready for bed",6
"ready to be","ready to be",6
"ready to serve","ready to serve",6
"ready to start","ready to start",6
"real estate and","real estate and",6
"reality is that","reality is that",6
"realize that i","realize that i",6
"realized that the","realized that the",6
"really have to","really have to",6
"really know what","really know what",6
"reason for the","reason for the",6
"red pepper flakes","red pepper flakes",6
"release of the","release of the",6
"released by the","released by the",6
"representative of the","representative of the",6
"resident of the","resident of the",6
"respond to the","respond to the",6
"responded to the","responded to the",6
"rest of his","rest of his",6
"rest of your","rest of your",6
"return of the","return of the",6
"returning to the","returning to the",6
"right about now","right about now",6
"right for the","right for the",6
"right here in","right here in",6
"right now he","right now he",6
"role in a","role in a",6
"roll hall of","roll hall of",6
"runs in the","runs in the",6
"safety of the","safety of the",6
"said during the","said during the",6
"said he plans","said he plans",6
"said he said","said he said",6
"said it had","said it had",6
"said of his","said of his",6
"said this week","said this week",6
"same to you","same to you",6
"say about that","say about that",6
"say no to","say no to",6
"say that they","say that they",6
"say they have","say they have",6
"say they will","say they will",6
"says there is","says there is",6
"school board members","school board members",6
"second only to","second only to",6
"see each other","see each other",6
"see how the","see how the",6
"see how they","see how they",6
"see if the","see if the",6
"see if there","see if there",6
"see so many","see so many",6
"see what is","see what is",6
"see what you","see what you",6
"see you on","see you on",6
"seemed to have","seemed to have",6
"seems like the","seems like the",6
"send me an","send me an",6
"sense of the","sense of the",6
"sense of urgency","sense of urgency",6
"set up for","set up for",6
"set up the","set up the",6
"shape of a","shape of a",6
"share of the","share of the",6
"she added that","she added that",6
"she also has","she also has",6
"she also said","she also said",6
"she came home","she came home",6
"she grew up","she grew up",6
"she had never","she had never",6
"she had no","she had no",6
"she said but","she said but",6
"she said he","she said he",6
"she said we","she said we",6
"she tried to","she tried to",6
"she was born","she was born",6
"she was just","she was just",6
"she was very","she was very",6
"short of the","short of the",6
"should be considered","should be considered",6
"show at the","show at the",6
"shows that the","shows that the",6
"side in the","side in the",6
"sight of the","sight of the",6
"sign of a","sign of a",6
"since this is","since this is",6
"since this was","since this was",6
"single one of","single one of",6
"sitting on my","sitting on my",6
"six years in","six years in",6
"small businesses and","small businesses and",6
"small number of","small number of",6
"smile on my","smile on my",6
"so as to","so as to",6
"so bad that","so bad that",6
"so be it","so be it",6
"so excited about","so excited about",6
"so far this","so far this",6
"so glad to","so glad to",6
"so good and","so good and",6
"so here we","so here we",6
"so i do","so i do",6
"so i feel","so i feel",6
"so i figured","so i figured",6
"so i gave","so i gave",6
"so i went","so i went",6
"so many years","so many years",6
"so much about","so much about",6
"so much as","so much as",6
"so much but","so much but",6
"so much in","so much in",6
"so much time","so much time",6
"so no one","so no one",6
"so now i","so now i",6
"so stay tuned","so stay tuned",6
"so thank you","so thank you",6
"so there you","so there you",6
"so they are","so they are",6
"so tired of","so tired of",6
"so worth it","so worth it",6
"so you have","so you have",6
"some of its","some of its",6
"some of this","some of this",6
"some point i","some point i",6
"some reason i","some reason i",6
"some time to","some time to",6
"someone who knows","someone who knows",6
